USA_Slope,HeatLoad,Cons_LITH,Rad_sm,B_TD,MCMT,MAP,PRATIO,DEP2RES,aws0_100,soc0_5,QMD,RC_PROP,WH_PROP,GF_PROP,LP_PROP,WL_PROP,DF_PROP,PP_PROP,W_ShadeTol,W_DroughtTol
7.0,983.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,977.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,987.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,985.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1002.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1017.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1011.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1015.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1018.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1019.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1004.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
13.0,996.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1045.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,1030.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,1031.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
11.0,1026.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1016.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
12.0,986.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,982.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
15.0,979.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
20.0,948.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
20.0,967.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
21.0,961.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
24.0,931.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
24.0,942.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
25.0,916.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
29.0,813.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
32.0,787.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
31.0,810.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,833.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
27.0,829.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,800.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
33.0,813.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,905.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
16.0,922.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,955.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,953.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,937.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,934.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,945.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,957.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,964.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,961.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,967.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,995.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1005.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1008.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1005.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,999.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1015.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1031.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1036.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1043.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1049.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1050.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1047.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1039.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1032.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1028.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1022.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1022.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1026.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1026.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1027.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1027.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1030.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1033.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1036.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1038.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1040.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1038.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1041.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1043.0,Extrusive,262.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1073.0,Extrusive,262.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1073.0,Extrusive,262.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1070.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1068.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1071.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1079.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1074.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1074.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1074.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1068.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1065.0,Extrusive,266.0,19.0,-2.0,680.0,0.25,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1058.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1050.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1032.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1019.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1018.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1022.0,Extrusive,266.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1028.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1030.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1036.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1045.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1039.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1038.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1082.0,Extrusive,269.0,19.0,-2.0,689.0,0.2481,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1082.0,Extrusive,269.0,19.0,-1.9,644.0,0.2515,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1076.0,Extrusive,269.0,19.0,-1.9,644.0,0.2515,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1075.0,Extrusive,269.0,19.0,-1.9,644.0,0.2515,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1079.0,Extrusive,269.0,19.0,-1.9,644.0,0.2515,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,974.0,Extrusive,260.0,18.0,-1.6,638.0,0.257,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,975.0,Extrusive,260.0,18.0,-1.6,638.0,0.257,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,970.0,Extrusive,260.0,18.0,-1.6,638.0,0.257,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,941.0,Extrusive,260.0,18.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,963.0,Extrusive,260.0,18.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,978.0,Extrusive,260.0,18.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,992.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,992.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,981.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,974.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,964.0,Extrusive,259.0,19.0,-1.7,677.0,0.254,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,988.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,998.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1007.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1006.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1021.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1031.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1029.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1023.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
12.0,1013.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1035.0,Extrusive,259.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
15.0,1018.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,1033.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
12.0,1025.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1012.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
13.0,992.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,994.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
16.0,976.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
19.0,969.0,Extrusive,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
19.0,984.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
22.0,957.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
23.0,949.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
24.0,949.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,925.0,Sedimentary,258.0,19.0,-1.7,669.0,0.2541,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
30.0,818.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
32.0,807.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
30.0,840.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,834.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
27.0,839.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,804.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
32.0,848.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
25.0,877.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
17.0,884.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,958.0,Sedimentary,258.0,19.0,-2.0,730.0,0.2479,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,966.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,967.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,961.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,958.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,966.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,973.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,969.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,955.0,Extrusive,258.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,981.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1008.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1012.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1003.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1000.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1018.0,Extrusive,259.0,19.0,-2.0,730.0,0.2479,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1033.0,Extrusive,259.0,19.0,-2.0,711.0,0.2475,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
